team_no	utterance_no	start	end	interlocutor	utterance
18	132	1073.944	1076.174	B	no um i think we should
18	133	1077.424	1078.049	B	um
18	134	1079.010	1082.779	B	connect mount montreux to mount interlaken .
18	135	1084.115	1089.088	A	but it's connected to ten mountains .
18	136	1090.082	1090.581	B	what ?
18	137	1091.457	1094.161	A	it's connected to ten mountains .
18	138	1094.444	1096.589	B	to ten mountains ?
18	139	1099.852	1101.753	A	so think it's done .
18	140	1102.404	1103.450	B	um
18	141	1108.036	1109.286	B	um
18	142	1110.490	1113.536	B	can you try it ?
18	143	1116.483	1117.562	A	and
18	144	1121.108	1128.108	A	how many does it cost to mount bern to mount , luzern ?
18	145	1127.352	1130.121	B	for mount , bern to what ?
18	146	1130.529	1132.062	A	mount luzern .
18	147	1132.325	1133.726	B	um 3 .
18	148	1139.009	1142.049	B	mount luzern to
18	149	1142.563	1144.799	A	mount zurich .
18	150	1147.016	1147.884	B	what ?
18	151	1148.167	1150.726	A	mount zurich , zurich .
18	152	1150.825	1152.740	B	yeah to
18	153	1152.602	1155.134	A	how much it does it cost ?
18	154	1154.766	1158.391	B	so mount zurich to mount
18	155	1157.358	1159.023	A	mount luzern .
18	156	1159.148	1159.805	B	2 .
18	157	1160.352	1165.635	A	2 so i think we should erase mount bern to mount luzern .
18	158	1167.338	1168.273	A	can i erase ?
18	159	1168.627	1170.936	A	because it cost 3 ?
18	160	1171.259	1172.127	B	um
18	161	1173.016	1175.397	B	it's 2 3 and 4 .
18	162	1176.292	1177.193	B	and 5 .
18	163	1178.312	1180.121	B	there is no one .
18	164	1182.489	1184.081	B	so
18	165	1185.174	1189.963	A	the mount zurich and mount luzern and mount bern
18	166	1192.759	1194.430	B	mount what ?
18	167	1194.825	1195.384	A	um
18	168	1195.509	1196.115	B	mount
18	169	1196.615	1203.792	A	can i erase the mount bern to the mount luzern because its cost , 3 ?
18	170	1205.082	1207.147	B	okay .
18	171	1209.956	1211.864	A	and i think we are done .
18	172	1216.891	1217.542	B	um
18	173	1217.463	1219.180	A	can i press the
18	174	1220.516	1221.739	B	sure
18	175	1224.865	1227.095	I	...
18	176	1227.832	1228.331	B	what ?
18	177	1228.305	1232.614	I	...
18	178	1228.305	1231.910	A	you have to press the tick thing .
18	179	1234.266	1247.832	R	...
18	180	1248.808	1249.840	A	so
18	181	1250.288	1251.202	B	wait so
18	182	1251.143	1254.952	A	we need to find a way that cost minimum .
18	183	1255.353	1257.925	B	oh so uh connect
18	184	1256.827	1258.512	A	and connec the
18	185	1258.512	1261.439	B	mount basel to mount neuchatel .
18	186	1258.985	1260.064	A	ten mountains .
18	187	1261.544	1265.649	A	um mount neuchatel to the
18	188	1266.840	1267.886	A	mount
18	189	1269.228	1269.800	A	where ?
18	190	1270.860	1275.373	B	mount neuchatel to mount montreux montreux .
18	191	1276.229	1277.347	A	yes .
18	192	1277.696	1278.525	B	and then
18	193	1278.972	1279.794	B	and mount
18	194	1280.768	1285.564	B	montreux to mount interlaken .
18	195	1287.182	1288.820	A	mount
18	196	1289.070	1290.590	B	interlaken .
18	197	1292.439	1293.202	B	um
18	198	1294.400	1295.261	A	and it
18	199	1294.413	1295.669	B	okay so
18	200	1295.610	1296.538	A	oh what
18	201	1296.551	1297.926	B	mount interlaken .
18	202	1296.867	1302.742	A	the mount interlaken and montreux costs 4 .
18	203	1303.802	1309.209	A	so i think we should connect the erase that and
18	204	1304.992	1306.262	B	okay
18	205	1308.518	1310.472	B	wait like maybe like this ?
18	206	1312.031	1314.084	B	that costs 4 too
18	207	1314.952	1315.866	B	and then and
18	208	1316.505	1317.992	A	and like
18	209	1316.742	1320.117	B	try mount basel to mount zurich .
18	210	1320.597	1322.985	A	how much does it cost ?
18	211	1322.888	1324.375	B	um i can't see right now .
18	212	1324.540	1326.079	A	you can see it .
18	213	1326.500	1329.198	A	oh on the bottom of the right .
18	214	1331.915	1333.711	A	so you can see the cost .
18	215	1337.086	1337.645	A	so
18	216	1340.823	1341.297	A	so
18	217	1340.935	1343.974	B	okay .
18	218	1342.580	1343.803	A	what should i do ?
18	219	1345.264	1346.474	B	so
18	220	1354.455	1358.547	B	um mount montreux to mount zermatt .
18	221	1360.556	1362.060	A	and next one ?
18	222	1363.171	1367.526	B	um mount zermatt to mount davos .
18	223	1368.211	1368.922	A	davos ?
18	224	1369.797	1370.711	A	yes .
18	225	1371.020	1373.434	B	okay , and davos
18	226	1372.303	1373.560	A	and
18	227	1374.336	1375.980	B	to mount gallen
18	228	1374.783	1379.474	A	mount luzern to mount zurich ?
18	229	1379.994	1381.784	B	mount zurich oh wait .
18	230	1383.718	1384.698	B	um how do i
18	231	1385.540	1386.178	B	do it ?
18	232	1390.034	1393.612	I	...
18	233	1396.658	1398.257	B	uh like this ?
18	234	1400.100	1401.396	B	and then i
18	235	1400.942	1401.718	A	no like
18	236	1401.889	1404.639	B	zurich to luzern .
18	237	1405.191	1407.296	B	try zurich to luzern .
18	238	1406.372	1408.277	A	and how much does it cost ?
18	239	1407.586	1408.145	B	2 .
18	240	1414.244	1415.494	B	to the mount what ?
18	241	1425.775	1427.229	A	how much does it cost ?
18	242	1427.637	1428.703	B	um 3 .
18	243	1439.144	1442.499	B	and anything else ?
18	244	1442.841	1443.814	A	um
18	245	1449.696	1451.347	A	so i think we are done .
18	246	1453.406	1454.169	B	yeah sure .
18	247	1456.506	1462.101	R	...
18	248	1462.186	1463.857	A	5 francs .
18	249	1463.679	1465.771	B	um okay so
18	250	1466.962	1468.600	A	what can i do ?
18	251	1467.383	1469.291	B	go from
18	252	1471.134	1475.627	B	um mount montreux to mount zermatt .
18	253	1478.403	1479.607	A	and
18	254	1482.252	1485.411	A	that cost 2 francs .
18	255	1485.133	1485.551	B	yeah .
18	256	1485.918	1486.968	B	and then
18	257	1487.864	1490.985	B	mount montreux to mount
18	258	1491.794	1493.314	B	neuchatel ?
18	259	1494.687	1496.707	A	neuchatel .
18	260	1499.248	1502.714	A	oh neuchatel to the
18	261	1505.212	1506.776	B	so um
18	262	1509.023	1509.809	B	mount
18	263	1510.183	1510.448	B	okay .
18	264	1510.800	1511.432	B	um
18	265	1511.865	1515.515	A	okay and , mount davos ?
18	266	1513.981	1514.605	B	yeah ?
18	267	1516.617	1518.490	A	to the mount gallen ?
18	268	1521.465	1523.117	A	mount gallen ?
18	269	1523.682	1525.276	B	mount gallen .
18	270	1524.343	1526.906	A	to the mount davos ?
18	271	1527.376	1528.081	B	mount
18	272	1528.742	1535.058	B	saint gallen oh wait we can only do it with the ones that are connected ?
18	273	1535.286	1536.659	A	yes it's connected .
18	274	1535.697	1538.414	B	how much does this cost ?
18	275	1537.629	1539.391	A	2 and 2 .
18	276	1540.765	1543.548	B	2 , and then , i go here .
18	277	1542.028	1544.628	A	mount davos to , yes .
18	278	1544.870	1545.362	B	okay .
18	279	1545.325	1546.486	A	and it's your turn .
18	280	1547.125	1550.694	B	then saint gallen to zurich .
18	281	1551.656	1552.699	A	zurich ?
18	282	1553.169	1555.989	B	and mount zurich to mount basel .
18	283	1556.356	1558.001	A	how much does it cost ?
18	284	1561.842	1562.613	B	um
18	285	1564.237	1565.456	B	try 5 .
18	286	1565.728	1569.877	B	so it costs 5 and then let's to like this ?
18	287	1565.845	1566.851	A	5 ?
18	288	1567.740	1570.626	A	so wait can you erase that ?
18	289	1571.272	1573.189	A	the mount basel to the
18	290	1573.932	1574.997	B	and then
18	291	1575.121	1579.858	A	wait um mount zurich to the mount basel can i erase it ?
18	292	1580.299	1582.142	A	because it costs 5 .
18	293	1582.120	1584.741	B	yeah it cost a bit too much yeah sure .
18	294	1585.344	1586.012	B	and
18	295	1586.467	1587.415	A	and
18	296	1588.018	1591.263	B	now mount bern to mount
18	297	1590.691	1592.710	I	...
18	298	1592.769	1594.157	B	mount basel
18	299	1594.634	1596.448	A	mount basel
18	300	1597.536	1599.519	B	the highest one .
18	301	1599.827	1600.701	A	to the
18	302	1601.053	1603.484	B	to the mount um okay and then
18	303	1604.094	1606.069	B	let's go like this .
18	304	1605.195	1605.878	A	and
18	305	1606.862	1608.375	A	no wait .
18	306	1608.823	1610.094	B	and like this .
18	307	1609.249	1611.173	A	wait .
18	308	1614.097	1616.058	B	let's see how much are this
18	309	1617.365	1618.841	B	um let's see
18	310	1618.966	1620.427	A	wait , bob ?
18	311	1620.971	1622.623	B	are you finished ?
18	312	1623.739	1626.839	B	because i think that is good .
18	313	1627.566	1634.256	A	if we erase how much does it cost mount zurich to the mount gallen ?
18	314	1634.557	1636.804	B	mount zurich to mount gallen 3 .
18	315	1637.995	1643.003	A	and how much does it cost mount luzern to the mount zermatt ?
18	316	1643.231	1649.429	B	luzern to zermatt what we haven't connected
18	317	1649.732	1654.776	A	yes so we can you can we press the , button on the right .
18	318	1652.183	1652.925	B	luzern .
18	319	1655.643	1658.485	B	wait uh we haven't connected luzern to zermatt .
18	320	1657.882	1658.529	A	yes .
18	321	1659.410	1661.055	A	so press the
18	322	1661.166	1664.162	B	but i can't see that .
18	323	1664.199	1667.041	A	press the button that
18	324	1665.389	1669.956	I	...
18	325	1669.942	1674.238	A	and you can see the how much does it cost .
18	326	1673.078	1674.569	B	oh 3 .
18	327	1676.515	1679.834	A	so i think we can erase
18	328	1681.296	1681.971	A	the
18	329	1682.463	1684.762	A	mount zurich to mount bern .
18	330	1685.658	1687.303	B	mount zurich to mount bern .
18	331	1688.633	1693.399	B	uh isn't already mount zurich to mount bern isn't it connected ?
18	332	1694.361	1695.235	A	yes .
18	333	1696.300	1696.998	B	yeah .
18	334	1697.475	1701.690	A	so , we need to do it minimum .
18	335	1702.638	1703.144	B	i
18	336	1721.858	1724.090	B	wait uh zurich to mount
18	337	1724.817	1725.904	B	wait , try
18	338	1727.197	1730.186	B	mount zurich to mount basel and then
18	339	1729.048	1730.766	A	no you can see it .
18	340	1731.310	1733.057	A	in the bottom of the right .
18	341	1733.168	1736.281	B	but i , i have an idea , so erase
18	342	1736.862	1737.303	B	um
18	343	1737.912	1743.186	B	mount bern to mount basel and mount bern to mount zurich .
18	344	1745.785	1746.211	A	here ?
18	345	1748.392	1749.516	A	is this right ?
18	346	1750.133	1750.867	B	yeah .
18	347	1750.875	1752.028	A	and
18	348	1751.396	1754.165	B	uh and then mount bern to mount basel .
18	349	1754.473	1756.537	A	mount bern .
18	350	1760.445	1761.840	A	it's connected .
18	351	1762.464	1763.551	B	but um erase it .
18	352	1763.933	1764.594	A	okay .
18	353	1773.811	1784.798	I	...
18	354	1784.798	1790.614	I	...
18	355	1792.579	1796.905	A	wait can you erase the
18	356	1795.253	1796.935	B	uh so
18	357	1798.139	1798.954	A	mount
18	358	1802.890	1804.087	B	mount
